,average,p,otu_id,baseMean,log2FoldChange,pvalue,padj,relative_abund,log2FC_new,rel_abu_new,padj_new
784,0,0.001,1a66026b7ed94fce2a7ee5fda505709e,1.83307195023682,1.28018244991628,0.000480716820727691,0.00104378916376983,0.000103156322307359,1.28018244991628,0.000103156322307359,0.01
785,0,0.054,d5edcb4b4b75fabfd4799ac17efa9311,2.92061157881097,2.39608045599051,7.01828918666296e-09,3.2862489274958e-08,8.74870075264942e-05,2.39608045599051,8.74870075264942e-05,0.001
786,0,0.174,9e1c0c7e8f5d5f8c7c8ef36644ded0fc,2.30096449093691,0.648638741630458,0.140420550457774,0.16430049136163,7.70407976725844e-05,0.648638741630458,7.70407976725844e-05,1
787,0,0.087,2b264c16b5c9774b937aa0add23980ca,3.93877106887032,1.20265048236629,0.012958112223184,0.0190436424041388,8.3569678831278e-05,1.20265048236629,8.3569678831278e-05,0.1
788,0,0.001,7c6d3118b55c9bde5959c38499fab89c,3.17203619391089,2.56619236838625,9.01372822753725e-10,4.7137976883822e-09,0.00010185054607562,2.56619236838625,0.00010185054607562,0.001
789,0,0.001,53fcfd65fe3d61f3781da4ce7bbcd423,3.17356461672668,2.56668500650901,2.32895815279287e-09,1.16378867378197e-08,0.00010185054607562,2.56668500650901,0.00010185054607562,0.001
790,0,0.05,4789fb1e837526851f5534ad31c03a88,4.37939947209376,1.13522926180008,0.00612920518479041,0.0098953994286289,9.27101124534491e-05,1.13522926180008,9.27101124534491e-05,0.01
791,0,0.063,c0c1202c42ec0bb97c3519b230cd9ed8,3.88521841642889,1.28445704840766,0.0058685856717905,0.00951504897154362,8.48754550630168e-05,1.28445704840766,8.48754550630168e-05,0.01
792,0,0.001,caf7466bcd455a05af09466e2e25e83c,3.42094885770862,2.15360955520035,3.80781275674131e-08,1.61680177253072e-07,9.92389936121427e-05,2.15360955520035,9.92389936121427e-05,0.001
793,0,0.002,6d0408f58e67689ed915779ce6793b7a,3.57983185435263,1.91597825614334,2.8418315058888e-06,9.38676807660331e-06,9.66274411486652e-05,1.91597825614334,9.66274411486652e-05,0.001
794,0,0.001,b1685db266613fe7a211c73d7004a2f9,3.76632916612577,1.8254640323204,9.00608278974485e-07,3.18265273708873e-06,0.000100544769843881,1.8254640323204,0.000100544769843881,0.001
795,0,0.4,5075fd978e695ca28924a222600fe13b,3.22242405394976,1.13229821802536,0.013303978642492,0.0194952825253787,6.13714828917198e-05,1.13229821802536,6.13714828917198e-05,0.1
796,0,0.001,db1bbdeeaf8c7bb8ce2e1f0022a88f4d,1.30647726805385,0.0827223514517033,0.844898763344903,0.858169779899332,0.000100544769843881,0.0827223514517033,0.000100544769843881,1
797,0,0.001,046838b488cccebd4619b2a7eab09453,3.15670923904962,2.55611524290446,4.34227193539239e-11,2.67791087527797e-10,0.000100544769843881,2.55611524290446,0.000100544769843881,0.001
798,0,0.001,ac605d8f773d520a5d8007d011465601,3.19901133199274,2.49086618403657,1.05433847707834e-11,7.04331529535688e-11,0.000100544769843881,2.49086618403657,0.000100544769843881,0.001
799,0,0.396,9d9ca1eccff926ba4ad7a64c0ed95984,5.38046510125004,0.308956672756945,0.455400254230628,0.490722157605857,7.83465739043232e-05,0.308956672756945,7.83465739043232e-05,1
800,0,0.002,b479f648675e24f838dc4aaab6b3020d,3.22171671848575,2.35160397175132,3.85746690067694e-08,1.63103763517753e-07,9.7933217380404e-05,2.35160397175132,9.7933217380404e-05,0.001
801,0,0.574,a492d7487dc8b95d31f19a2770ccce9a,4.74841031480262,0.110066152362473,0.817418181126127,0.83813538969076,5.87599304282424e-05,0.110066152362473,5.87599304282424e-05,1
802,0,0.005,5628edb084d51db56d65cc0de756ba85,3.473414036718,1.96662671583777,4.97177217231634e-06,1.57631673200024e-05,9.40158886851878e-05,1.96662671583777,9.40158886851878e-05,0.001
803,0,0.07,2a80f8fc4a7050554b28444a36df354c,4.14112413425315,1.0014961544001,0.0284568717841198,0.0377409915059779,8.09581263678006e-05,1.0014961544001,8.09581263678006e-05,0.1
804,0,0.001,bbc4f502a9731d5e9ecf820c30b07777,3.38972088529946,2.21191492265192,2.69701623510246e-08,1.16970935685361e-07,9.7933217380404e-05,2.21191492265192,9.7933217380404e-05,0.001
805,0,0.001,ea20a1c0a3eaaff8dc6b3f6c5f42b4c3,1.79503357216813,1.23404053309801,0.0014978400887853,0.00286302752725431,9.92389936121427e-05,1.23404053309801,9.92389936121427e-05,0.01
806,0,0.001,0577a4298b92f4db5d0e7e6a700a0387,3.12285739078192,2.53474488835703,3.32863987115004e-09,1.6295190540567e-08,9.92389936121427e-05,2.53474488835703,9.92389936121427e-05,0.001
807,0,0.001,c44e453fc2562b268e97dcda50f84d58,3.12818970293421,2.53737424222289,1.78852181718228e-09,9.08087834286226e-09,9.92389936121427e-05,2.53737424222289,9.92389936121427e-05,0.001
808,0,0.035,cca216334bb327630955c65a55317212,3.76284149531875,1.52072431395372,0.000475898990898249,0.00103466087574052,9.00985599899716e-05,1.52072431395372,9.00985599899716e-05,0.01
809,0,0.021,d40ee1eff6f7963995cf0498ec7c8428,2.39913140799029,1.22402753606406,0.0026507424737062,0.00472999459757666,9.40158886851878e-05,1.22402753606406,9.40158886851878e-05,0.01
810,0,0.001,72157688788de6a5d222ca2c38c54cd8,3.37949864154228,2.18405151642589,6.19440912177816e-09,2.91939673148483e-08,9.92389936121427e-05,2.18405151642589,9.92389936121427e-05,0.001
811,0,0.437,b6e003f9ecfbec58c64440e8306d08c1,4.41354214710082,0.160129925793241,0.742117721132529,0.766521510573366,5.48426017330262e-05,0.160129925793241,5.48426017330262e-05,1
812,0,0.001,a6163bf370493899e1ffc2a3a489fc70,1.59926107030243,0.854506786904693,0.0208691934860539,0.0287171459752312,9.7933217380404e-05,0.854506786904693,9.7933217380404e-05,0.1
813,0,0.001,b4b2abcd199045b915fa00d8753ab2dc,3.09925039006935,2.52024538808934,3.58755236439619e-10,1.98275981494552e-09,9.7933217380404e-05,2.52024538808934,9.7933217380404e-05,0.001
